character,romaji,meaning
自動車事故の現場は恐ろしい光景だった。,jidou kuruma jiko no genba ha osoroshii koukei datsu ta .,The scene of the traffic accident was a horrible sight.
自動車産業は日本の大きな産業のひとつである。,jidou kuruma sangyou ha nippon no ookina sangyou no hito tsu de aru .,The automobile industry is one of the main industries in Japan.
自動車産業の不振で多くの人が職を失うだろう。,jidou kuruma sangyou no fushin de ooku no nin ga shoku wo ushinau darou .,Many people will lose their jobs due to the slump in the auto industry.
自動車産業では競争が激しい。,jidou kuruma sangyou de ha kyousou ga hageshii .,Competition is very keen in the car industry.
自動車を門の外に待たせてある。,jidou kuruma wo mon no soto ni mata se te aru .,The car is waiting at the gate.
自動車を借りてもいいですか。,jidou kuruma wo kari te mo ii desu ka .,May I borrow your car?
自動車を運転する時はシートベルトをしめなさい。,jidou kuruma wo unten suru toki ha shiito beruto wo shime nasai .,Fasten your seat belts when you drive a car.
自動車を運転するときは、歩行者に気をつけなさい。,"jidou kuruma wo unten suru toki ha , hokou mono ni ki wo tsuke nasai .",Look out for pedestrians when you drive a car.
自動車をここから動かしてください。,jidou kuruma wo koko kara ugokashi te kudasai .,Please move your car out of here.
自動車は町に着く前に燃料切れになった。,jidou kuruma ha machi ni tsuku mae ni nenryou kire ni natsu ta .,The car ran out of gas before reaching the city.
自動車は私たちの生活を変えた。,jidou kuruma ha watashi tachi no seikatsu wo kae ta .,The automobile has changed our life.
自動車は左折した。,jidou kuruma ha sasetsu shi ta .,The car made a turn to the left.
自動車は工場で作られる。,jidou kuruma ha koujou de tsukura reru .,Automobiles are made in factories.
自動車は工業製品であり、食料は農作物である。,"jidou kuruma ha kougyou seihin de ari , shokuryou ha nousaku mono de aru .","Cars are factory products, while foods are farm products."
自動車は角をすれすれに通った。,jidou kuruma ha kaku wo suresure ni kayotsu ta .,The car just shaved the corner.
自動車の輸入は第一・四半期には急減するでしょう。,jidou kuruma no yunyuu ha dai ichi ・ shihan ki ni ha kyuugen suru deshou .,Auto imports will take a nose-dive in the first quarter.
自動車の売れ行きは年度末に後退しました。,jidou kuruma no ureyuki ha nendo matsu ni koutai shi mashi ta .,Automobile sales suffered a setback at the end of the financial year.
自動車の数が増えている。,jidou kuruma no kazu ga fue te iru .,The number of automobiles has been increasing.
自動車の出現とともに馬車は徐々に姿を消していった。,jidou kuruma no shutsugen to tomo ni basha ha jojo ni sugata wo keshi te itsu ta .,Carriages gradually disappeared with the advent of the motorcar.
自動車にひかれたのではないですか。,jidou kuruma ni hika re ta no de ha nai desu ka .,Wasn't he killed by a car?
自動車で旅行するのは楽しい。,jidou kuruma de ryokou suru no ha tanoshii .,It's fun to take a trip in an automobile.
自動車が馬車に取って変わった。,jidou kuruma ga basha ni totsu te kawatsu ta .,Automobiles replaced carriages.
自動車が通りをいっぱいにする前には、町の空気はきれいだった。,"jidou kuruma ga touri wo ippai ni suru mae ni ha , machi no kuuki ha kirei datsu ta .","Before automobiles filled out streets, city air used to be clean."
自動車が速く走っている。,jidou kuruma ga hayaku hashitsu te iru .,The car is running fast.
自動ドアが開き、トムは乗り込んだ。,"jidou doa ga hiraki , tomu ha norikon da .",The automatic doors opened and Tom got in.
自動車が正面衝突した。,jidou kuruma ga shoumen shoutotsu shi ta .,The cars collided head on.
自伝の中で彼はくりかえし不幸な少年時代に言及している。,jiden no naka de kare ha kurikaeshi fukou na shounen jidai ni genkyuu shi te iru .,"In his autobiography, he repeatedly refers to his unhappy school days."
自転車を片付けなさい。,jiten kuruma wo katazuke nasai .,Put away your bicycle.
自転車を直して欲しいと頼まれた。,jiten kuruma wo naoshi te hoshii to tanoma re ta .,I was asked to fix the bicycle.
自転車を貸してくれませんか。,jiten kuruma wo kashi te kure mase n ka .,Will you lend me your bicycle?
自転車を借りてもよろしいですか。,jiten kuruma wo kari te mo yoroshii desu ka .,May I borrow your bike?
自転車を借りてもいいですか。,jiten kuruma wo kari te mo ii desu ka .,May I borrow your bicycle?
自転車を持っていますか。,jiten kuruma wo motsu te i masu ka .,Do you have a bicycle?
自転車を持っていないの？,jiten kuruma wo motsu te i nai no ？,Don't you have a bicycle?
自転車を持ってないんだ。,jiten kuruma wo motsu te nai n da .,I don't have a bicycle.
自転車を雨の中に出しっぱなしにするな。,jiten kuruma wo ame no naka ni dashi ppanashi ni suru na .,Don't leave the bicycle out in the rain.
自転車を安く買った。,jiten kuruma wo yasuku katsu ta .,I got the bicycle at a bargain.
自転車をここから動かして下さい。,jiten kuruma wo koko kara ugokashi te kudasai .,Please move your bicycle out of here.
自転車もらえるかしら。,jiten kuruma moraeru kashira .,Do you think I'll get the bike?
自転車は車の右側を走ってはいけないことになっている。,jiten kuruma ha kuruma no migigawa wo hashitsu te ha ike nai koto ni natsu te iru .,It is illegal for bicycles to pass on the right of cars.
自転車はトラックに衝突してめちゃめちゃになった。,jiten kuruma ha torakku ni shoutotsu shi te mechamecha ni natsu ta .,The bike was mangled in its collision with the truck.
自転車はゴールに向かって走っている。,jiten kuruma ha gooru ni mukatsu te hashitsu te iru .,The bicycle is racing to finish.
自転車の掃除は退屈だ。,jiten kuruma no souji ha taikutsu da .,It's a dull job to clean a bike.
自転車の二人乗りは危険だ。,jiten kuruma no futarinoriri ha kiken da .,Two people riding on a bicycle at the same time is dangerous.
自転車のブレーキを調整してもらった。,jiten kuruma no bureeki wo chousei shi te moratsu ta .,I had the brakes of my bicycle adjusted.
自転車に乗れないのか。,jiten kuruma ni nore nai no ka .,Can't you ride a bicycle?
自転車に乗る前にパンクしたタイヤを修理しなくてはならない。,jiten kuruma ni noru mae ni panku shi ta taiya wo shuuri shi naku te ha nara nai .,I have to fix my flat tire before I can resume cycling.
自転車に乗る時はいくら注意してもしすぎることはない。,jiten kuruma ni noru toki ha ikura chuui shi te moshi sugiru koto ha nai .,You cannot be too careful in riding a bicycle.
自転車に乗って出かけた。,jiten kuruma ni joutsu te dekake ta .,I went out by bicycle.
自転車に乗ってもいいですか。,jiten kuruma ni joutsu te mo ii desu ka .,May I ride a bicycle?
自転車に乗っている少年は私の弟です。,jiten kuruma ni joutsu te iru shounen ha watashi no otouto desu .,The boy riding a bicycle is my brother.
自転車で通勤しています。,jiten kuruma de tsuukin shi te i masu .,I bike to work.
自転車で行こうと思っていたのに、雨が降ってきました。,"jiten kuruma de ikou to omotsu te i ta no ni , ame ga futsu te ki mashi ta .","I was thinking to go there by bike, but it began to rain."
自転車で学校に行く人もいれば、バスで行く人もいる。,"jiten kuruma de gakkou ni iku nin mo ire ba , basu de iku nin mo iru .","Some go to school by bicycle, others go by bus."
自尊心から彼にそのような侮辱は耐えられなかった。,jison kokoro kara kare ni sono you na bujoku ha tae rare nakatsu ta .,His pride would not brook such insults.
自尊心があるから彼はそのお金を受け取らなかった。,jison kokoro ga aru kara kare ha sono o kin wo uketora nakatsu ta .,His pride did not allow him to take the money.
自然食品は体によい。,shizen shokuhin ha karada ni yoi .,Natural food will do you good.
自然食品がつねに消化にいいとは限らない。,shizen shokuhin ga tsune ni shouka ni ii to ha kagira nai .,Natural food is not always good for our digestion.
自然食は人間の消化に合っている。,shizen shoku ha ningen no shouka ni atsu te iru .,A natural diet is suitable for human digestion.
自然環境の悪化を阻止しましょう。,shizen kankyou no akka wo soshi shi mashou .,Let's stop the deterioration of the natural environment.
自然界のバランスはとてもこわれやすい。,shizen kai no baransu ha totemo koware yasui .,The balance of nature is very fragile.
自然界には褒美もなければ罰もない。,shizen kai ni ha houbi mo nakere ba batsu mo nai .,In nature there are neither rewards nor punishments.
自然は真空を嫌う。,shizen ha shinkuu wo kirau .,Nature abhors a vacuum.
自然は我々の生活に大切な役割を果たしています。,shizen ha wareware no seikatsu ni taisetsu na yakuwari wo hatashi te i masu .,Nature plays an important role in our life.
自然はあらゆる領域で侵されている。,shizen ha arayuru ryouiki de okasa re te iru .,Nature is under attack on all fronts.
